uid,name,organization_id,organization_id_source
57a037f8,Dental University Clinic Vienna,57a037f8,sha256
f6468233,"Gülhane Askeri Tıp Akademisi, Tıp Fakültesi",f6468233,sha256
dc4a13d6,Gülhane Medical School ,dc4a13d6,sha256
37514,"Gülhane Askeri Tip Akademisi, Gülhane Medical School",37514,RINGGOLD
grid.14509.39,University of South Bohemia in České Budějovice,grid.14509.39,GRID
5488,The Open University,5488,RINGGOLD
2240,University of Kent,2240,RINGGOLD
54545,Universidade Cruzeiro do Sul,54545,RINGGOLD
67894,Universidade Metodista de São Paulo,67894,RINGGOLD
124048,Harvard School of Dental Medicine,124048,RINGGOLD
http://dx.doi.org/10.13039/100005293,Harvard School of Public Health,http://dx.doi.org/10.13039/100005293,FUNDREF
6019,Boston College,6019,RINGGOLD
3627,East Carolina University,3627,RINGGOLD
https://ror.org/0264fdx42,San Diego State University,https://ror.org/0264fdx42,ROR
c21a675f,Royal Zoological Society of Antwerp,c21a675f,sha256
http://dx.doi.org/10.13039/501100013781,Prince Mohammad Bin Fahd University,http://dx.doi.org/10.13039/501100013781,FUNDREF
22cb2bf1,"St Georges, University of London",22cb2bf1,sha256
http://dx.doi.org/10.13039/501100001771,University of Newcastle Australia,http://dx.doi.org/10.13039/501100001771,FUNDREF
86919cb5,St Georges University of London,86919cb5,sha256
4895,City University,4895,RINGGOLD
715ad1fc,Universidad de Alcalá de Henares,715ad1fc,sha256
6a388317,Hospital Universitario Ramon y Cajal,6a388317,sha256
77fefefc,St. Hilda's College,77fefefc,sha256
92991,Harcourt Butler Technical University,92991,RINGGOLD
67a3e5d6,"University Institute of Engineering and Technology, Chatrapati Shahuji Maharaj University",67a3e5d6,sha256
16519,Instituto de Astrofísica de Canarias,16519,RINGGOLD
e34708a9,Johannes Gutenberg-Universität Mainz ,e34708a9,sha256
ba0e5765,Universität zu Köln,ba0e5765,sha256
7e7fb700,Europa-Universität Flensburg,7e7fb700,sha256
5760604a,SensorMedics 3100A HFOV Neonatal Schedule Training,5760604a,sha256
125104,Faculdade de Ciências Médicas de Minas Gerais,125104,RINGGOLD
grid.412520.0,Pontifícia Universidade Católica de Minas Gerais,grid.412520.0,GRID
47895,Huazhong Agriculture University,47895,RINGGOLD
428680,Central China Normal University School of Chemistry,428680,RINGGOLD
https://ror.org/05e4f1b55,Bionics Institute,https://ror.org/05e4f1b55,ROR
grid.5268.9,University of Alicante,grid.5268.9,GRID
2721d57b,Sichuan University,2721d57b,sha256
d5f65622,Sichuan Provincial Center for Disease Control and Prevention,d5f65622,sha256
63617,Griffith University,63617,RINGGOLD
d991d126,Griffith University,d991d126,sha256
72c43f80,KP-ServicePartner,72c43f80,sha256
grid.22642.30,Natural Resources Institute Finland,grid.22642.30,GRID
085dfd59,Finnish Forest Research Institute,085dfd59,sha256
bae64223,Novartis Pharma GmbH,bae64223,sha256
172284,Culham Centre for Fusion Energy,172284,RINGGOLD
98914,Universität Rostock Mathematisch-Naturwissenschaftliche Fakultät,98914,RINGGOLD
97035,Max-Planck-Institut für Plasmaphysik Teilinstitut Greifswald,97035,RINGGOLD
9ffe7f9f,Ludwig-Maximilians-Universität,9ffe7f9f,sha256
6a3b3a18,Institut für angewandte Photonik e.V.,6a3b3a18,sha256
aeade011,Helmholtz-Zentrum Berlin,aeade011,sha256
c2212681,Friedrich-Schiller-Universität,c2212681,sha256
28279,Max-Planck-Institut für extraterrestrische Physik,28279,RINGGOLD
125643,Islamic Azad University Science and Research Branch,125643,RINGGOLD
https://ror.org/01w60n236,Sumy State University,https://ror.org/01w60n236,ROR
3b9d2533,Sumy State Pedagogical University named after A. S. Makarenko,3b9d2533,sha256
https://ror.org/03qn8fb07,CSIRO,https://ror.org/03qn8fb07,ROR
https://ror.org/01ee9ar58,University of Nottingham,https://ror.org/01ee9ar58,ROR
ec335129,University Pierre et Marie Curie,ec335129,sha256
90fd96b3,Armagh Observatory and Planetarium,90fd96b3,sha256
7ee0997a,Medical University  of Gdansk,7ee0997a,sha256
8233,Whitman College,8233,RINGGOLD
grid.34197.38,Częstochowa University of Technology,grid.34197.38,GRID
http://dx.doi.org/10.13039/100009391,University of Tabuk,http://dx.doi.org/10.13039/100009391,FUNDREF
28217,Universidad Nacional de Córdoba,28217,RINGGOLD
373607,CONICET Cordoba,373607,RINGGOLD
grid.483054.e,Zurich University of Teacher Education,grid.483054.e,GRID
http://dx.doi.org/10.13039/501100001776,University of Western Sydney,http://dx.doi.org/10.13039/501100001776,FUNDREF
63527,Cairo University Kasr Alainy  Faculty of Medicine,63527,RINGGOLD
f71af316,Cairo University Hospitals,f71af316,sha256
a7168eb4,University of Siena,a7168eb4,sha256
0899bb5b,ASST Spedali Civili  ,0899bb5b,sha256
bedd8040,MAP UMR5240,bedd8040,sha256
https://ror.org/00nmq2g35,Integrative Research Laboratories,https://ror.org/00nmq2g35,ROR
http://dx.doi.org/10.13039/501100013327,H. Lundbeck A/S,http://dx.doi.org/10.13039/501100013327,FUNDREF
grid.5509.9,University of Tampere,grid.5509.9,GRID
0881e94b,Hospital Universitario de Mostoles,0881e94b,sha256
16268,Hospital Universitario La Paz,16268,RINGGOLD
4274ec9d,CHURCHILL HOSPITAL,4274ec9d,sha256
28147,Universidad Mayor de San Andrés,28147,RINGGOLD
901396d0,JFF - Institut für Medienpädagogik in Forschung und Praxis,901396d0,sha256
15550,James Hutton Institute,15550,RINGGOLD
https://ror.org/05k89ew48,University of Jordan,https://ror.org/05k89ew48,ROR
205da34c,Haukeland University Hospital,205da34c,sha256
http://dx.doi.org/10.13039/501100021855,University of Ioannina,http://dx.doi.org/10.13039/501100021855,FUNDREF
https://ror.org/00hj54h04,The University of Texas at Austin,https://ror.org/00hj54h04,ROR
2d2d9818,Independent Consultant,2d2d9818,sha256
https://ror.org/02tj7r959,Environmental Defense Fund,https://ror.org/02tj7r959,ROR
c2ea3b12,National Hemophilia Center,c2ea3b12,sha256
5a59e2f4,Banco Municipal de Sangre ,5a59e2f4,sha256
52621,Fairleigh Dickinson University - Florham Campus,52621,RINGGOLD
https://ror.org/01ngnm118,Virginia Military Institute,https://ror.org/01ngnm118,ROR
b87370b4,BASF's vegetable seed business,b87370b4,sha256
https://ror.org/03nnxqz81,RISE Research Institutes of Sweden,https://ror.org/03nnxqz81,ROR
627d1f3a,Roche Diagnostics Scandinavia AB,627d1f3a,sha256
https://ror.org/026vcq606,Royal Institute of Technology,https://ror.org/026vcq606,ROR
https://ror.org/00m8d6786,Karolinska University Hospital,https://ror.org/00m8d6786,ROR
https://ror.org/00syn5v21,Igor Sikorsky Kyiv Polytechnic Institute,https://ror.org/00syn5v21,ROR
d42ece6e,Université Paris 6,d42ece6e,sha256
5c2332f5,"CNRS, Observatoire Aquitain des Sciences de l'Univers (OASU)",5c2332f5,sha256
f41c2d68,"Institute of Technology, Carlow",f41c2d68,sha256
278d6ed0,University College Dublin,278d6ed0,sha256
4150,European Forest Institute,4150,RINGGOLD
grid.6435.4,Teagasc - The Irish Agriculture and Food Development Authority,grid.6435.4,GRID
http://dx.doi.org/10.13039/501100001293,Natural England,http://dx.doi.org/10.13039/501100001293,FUNDREF
9416,Institute of Public Health in Ireland,9416,RINGGOLD
a89ba079,FZU  –  Institute of Physics of the Czech  Academy  of Sciences,a89ba079,sha256
212217,Åbo Akademi - Vasa,212217,RINGGOLD
grid.463530.7,University of South-Eastern Norway,grid.463530.7,GRID
71121,"Yunnan Observatories, Chinese Academy of Sciences",71121,RINGGOLD
187458,Altınbaş Üniversitesi,187458,RINGGOLD
219819,Cleveland Clinic Florida,219819,RINGGOLD
64298,İstanbul Üniversitesi-Cerrahpaşa Cerrahpaşa Tıp Fakültesi,64298,RINGGOLD
d85914fe,Memorial Healtcare Group,d85914fe,sha256
64168,Medical Park Hastaneler Grubu,64168,RINGGOLD
64296,Acıbadem Sağlık Grubu,64296,RINGGOLD
29480,Grant Medical College and Sir JJ Group of Hospitals,29480,RINGGOLD
111303,Universidad de Zaragoza Facultad de Ciencias,111303,RINGGOLD
c38ba645,BloodCenter of Brittany,c38ba645,sha256
5049f57a,MIT Sloan School of Management,5049f57a,sha256
01c40c2a,NC State University,01c40c2a,sha256
https://ror.org/05g3dte14,Florida State University,https://ror.org/05g3dte14,ROR
https://ror.org/04btayy36,Berry College,https://ror.org/04btayy36,ROR
ef3cdaa5,"Region Hovedstaden, Bispebjerg og Frederiksberg Hospital",ef3cdaa5,sha256
a46a6c7c,University of Lucknow,a46a6c7c,sha256
cae03149,Banasthali university,cae03149,sha256
https://ror.org/04t8qjg16,Central Drug Research Institute,https://ror.org/04t8qjg16,ROR
396117,Wageningen Universiteit en Researchcentrum Alterra,396117,RINGGOLD
195336,Radboud Universiteit Nijmegen Institute for Water and Wetland Research,195336,RINGGOLD
386392,Universidade Fernando Pessoa Faculdade de Ciências da Saúde,386392,RINGGOLD
327028,Universidade Estadual Paulista Júlio de Mesquita Filho Câmpus de Araraquara Faculdade de Odontologia,327028,RINGGOLD
4950bbf8,"Tehran University of Medical Sciences, School of Public Health",4950bbf8,sha256
216617,"Shahid Beheshti University of Medical Sciences, School of Public Health and safety",216617,RINGGOLD
https://ror.org/02bjnq803,Jazan University,https://ror.org/02bjnq803,ROR
https://ror.org/049v69k10,Rowan University,https://ror.org/049v69k10,ROR
grid.412761.7,Ural Federal University,grid.412761.7,GRID
https://ror.org/04kthgc59,Criminological Research Institute of Lower Saxony,https://ror.org/04kthgc59,ROR
grid.41206.31,Anadolu University,grid.41206.31,GRID
52956,Kütahya Dumlupınar Üniversitesi,52956,RINGGOLD
grid.4367.6,Washington University in St. Louis,grid.4367.6,GRID
14611,University of Missouri-St Louis,14611,RINGGOLD
grid.473262.6,Donetsk Institute for Physics and Engineering named after O.O. Galkin,grid.473262.6,GRID
31fc5f26,Donetsk State University,31fc5f26,sha256
grid.440724.1,South Ural State University,grid.440724.1,GRID
http://dx.doi.org/10.13039/501100003822,Joint Institute for Nuclear Research,http://dx.doi.org/10.13039/501100003822,FUNDREF
a9a4bc3d,河北农业大学,a9a4bc3d,sha256
15f18748,河北省农林科学院棉花研究所,15f18748,sha256
c2bd6d9c,University of West Attica,c2bd6d9c,sha256
https://ror.org/00wjc7c48,University of Milan,https://ror.org/00wjc7c48,ROR
9339,Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,9339,RINGGOLD
003f1280,Norwegian School of Economics,003f1280,sha256
http://dx.doi.org/10.13039/501100008001,Universität zu Köln,http://dx.doi.org/10.13039/501100008001,FUNDREF
c0922925,Pädagogische Hochschule Heidelberg,c0922925,sha256
68257,Bu Ali Sina University,68257,RINGGOLD
48404,Agricultural Biotechnology Research Institute of Iran,48404,RINGGOLD
fa8dd56e,C.N.R.S.,fa8dd56e,sha256
26a6bd81,University of Gothenurg,26a6bd81,sha256
https://ror.org/04gw3ra78,Chinese PLA General Hospital,https://ror.org/04gw3ra78,ROR
26562,Technische Universität Kaiserslautern,26562,RINGGOLD
66974,University of Engineering and Technology,66974,RINGGOLD
470318,Brainware Group of Institutions,470318,RINGGOLD
7077,Trinity University,7077,RINGGOLD
https://ror.org/041bf1s37,Kanto Gakuin University,https://ror.org/041bf1s37,ROR
074c9bd7,Tokyo University of Science,074c9bd7,sha256
http://dx.doi.org/10.13039/501100004619,Japan Aerospace Exploration Agency,http://dx.doi.org/10.13039/501100004619,FUNDREF
133811,Shibaura Kogyo Daigaku - Omiya Campus,133811,RINGGOLD
496994,Shibaura Kogyo Daigaku Kogakubu,496994,RINGGOLD
https://ror.org/03n6nwv02,Universidad Politécnica de Madrid,https://ror.org/03n6nwv02,ROR
569849,Sykehusapotekene HF Sykehusapoteket Oslo Rikshospitalet,569849,RINGGOLD
96902,Oslo universitetssykehus Rikshospitalet,96902,RINGGOLD
fd0c9361,University of Missouri,fd0c9361,sha256
https://ror.org/00ay7va13,Bowling Green State University,https://ror.org/00ay7va13,ROR
65926,Durham University Business School,65926,RINGGOLD
https://ror.org/04p491231,Pennsylvania State University,https://ror.org/04p491231,ROR
https://ror.org/036jqmy94,University of Iowa,https://ror.org/036jqmy94,ROR
9276,Azienda USL Toscana centro,9276,RINGGOLD
grid.5947.f,Norwegian University of Science and Technology,grid.5947.f,GRID
509ba0a3,University of Joensuu,509ba0a3,sha256
https://ror.org/03vjnqy43,Geological Survey of Finland,https://ror.org/03vjnqy43,ROR
ad8dae87,University of Montréal,ad8dae87,sha256
https://ror.org/01pxwe438,McGill University,https://ror.org/01pxwe438,ROR
grid.472261.4,DAV University,grid.472261.4,GRID
c971835f,Taiyuan University of Science and Technology,c971835f,sha256
https://ror.org/01kpzv902,Flinders University,https://ror.org/01kpzv902,ROR
https://ror.org/01zqrxf85,Institute of Molecular Biotechnology,https://ror.org/01zqrxf85,ROR
http://dx.doi.org/10.13039/501100006626,Wageningen UR,http://dx.doi.org/10.13039/501100006626,FUNDREF
https://ror.org/03hamhx47,University of Massachusetts Lowell,https://ror.org/03hamhx47,ROR
0a0515a8,ANGANY,0a0515a8,sha256
54fd8b64,State Council for Professorship,54fd8b64,sha256
106156,Hanoi Medical University,106156,RINGGOLD
c1b8123f,Vietnam Ministry of Health,c1b8123f,sha256
52649247,TUM,52649247,sha256
e9a67f2e,USDA ARS,e9a67f2e,sha256
b19289a0,University of Guilan,b19289a0,sha256
e40213b7,Ahrar Institute of Technology and Higher Education,e40213b7,sha256
ff02f211,Universität Paderborn – Fakultät für Kulturwissenschaften,ff02f211,sha256
105150,Academia de Stiinte Agricole si Silvice Gheorghe Ionescu-Sisesti,105150,RINGGOLD
195061,Universitatea Politehnica din București,195061,RINGGOLD
2d37189c,"National Research & Development Institute for Soil Science,Agricultural Chemistry and  Environment",2d37189c,sha256
246694,Istituto di Astrofisica e Planetologia Spaziali,246694,RINGGOLD
grid.466758.e,Institute for Scintillation Materials,grid.466758.e,GRID
https://ror.org/01wp2jz98,European X-Ray Free-Electron Laser,https://ror.org/01wp2jz98,ROR
28414,Helmholtz-Zentrum Dresden-Rossendorf,28414,RINGGOLD
273119,Virginia Tech Services Inc,273119,RINGGOLD
deefefd8,Lomonosov Moscow State University ,deefefd8,sha256
e433d7bb,"Koltzov Institute of Developmental Biology, Russian Academy of Sciences",e433d7bb,sha256
b323f4b7,Institute of Medical Microbiology,b323f4b7,sha256
145757,European Science Foundation,145757,RINGGOLD
57486,Observatoire Astronomique de Strasbourg,57486,RINGGOLD
115d902e,Lousiana State University,115d902e,sha256
090ee024,State University of New York College at Oneonta,090ee024,sha256
grid.448526.9,Louisiana Universities Marine Consortium,grid.448526.9,GRID
3ed0961f,Universite du Quebec a Chicoutimi,3ed0961f,sha256
676255d8,Université de Liège,676255d8,sha256
8c171980,The University of Adelaide,8c171980,sha256
bbe291ad,Dierenkliniek De Morette,bbe291ad,sha256
16885,Hospital Universitario Virgen del Rocío,16885,RINGGOLD
16842,Complejo Hospitalario de Jaén,16842,RINGGOLD
54658,University of Jordan,54658,RINGGOLD
3170868e,"US Geological Survey, Wetland and Aquatic Research Center",3170868e,sha256
28340,Helmholtz-Zentrum Berlin für Materialien und Energie GmbH,28340,RINGGOLD
199914,Technische Universität Berlin Fakultät II Mathematik und Naturwissenschaften,199914,RINGGOLD
72dfe3d6,Children's Health Queensland Hospital and Health Service,72dfe3d6,sha256
12371,University of Saskatchewan College of Medicine,12371,RINGGOLD
https://ror.org/05c2p1f98,Devi Ahilya Vishwavidyalaya,https://ror.org/05c2p1f98,ROR
598091,Govt Madhav Science PG College Ujjain,598091,RINGGOLD
d5a92b43,Victorian Transplantation and Immunogenetics Service,d5a92b43,sha256
233631,Post Graduate Institute of Medical Education and Research School of Public Health Department of Community Medicine,233631,RINGGOLD
dc845140,Bangalore Medical College,dc845140,sha256
76fc4955,"Post Graduate Institute of Medical Education and Research School of Public Health Department of Community Medicine: Chandigarh, Punjab, IN",76fc4955,sha256
bab99873,St John's Medical college and Hospital,bab99873,sha256
70620,Universite Paris-Sud Faculte de Pharmacie de Chatenay-Malabry,70620,RINGGOLD
grid.7123.7,Addis Ababa University,grid.7123.7,GRID
grid.463251.7,Ethiopian Institute of Agricultural Research,grid.463251.7,GRID
61803,South African Astronomical Observatory,61803,RINGGOLD
418e1bdf,NIST,418e1bdf,sha256
10833,National Institute of Standards and Technology,10833,RINGGOLD
27098,Université Lyon 1,27098,RINGGOLD
310125,Emory University,310125,RINGGOLD
bad2ca50,"Malmö Högskola, Tandvårdshögskolan",bad2ca50,sha256
86f0bce2,"Malmö högskola, Tandvårdshögskolan",86f0bce2,sha256
90820,Högskolan Kristianstad ,90820,RINGGOLD
http://dx.doi.org/10.13039/501100006379,Medical University - Varna,http://dx.doi.org/10.13039/501100006379,FUNDREF
69228,"National and Kapodistrian University of Athens, School of Dentistry",69228,RINGGOLD
https://ror.org/033n9gh91,Carl von Ossietzky University of Oldenburg,https://ror.org/033n9gh91,ROR
https://ror.org/01hnv8x68,Leibniz Institute for Educational Media | Georg Eckert Institute,https://ror.org/01hnv8x68,ROR
8489f34f,Ecole des Hautes Etudes en Sciences Sociales,8489f34f,sha256
7b3f31d3,Centre National de la Recherche Scientifique,7b3f31d3,sha256
56410,University of Pretoria,56410,RINGGOLD
2019,South Dakota State University,2019,RINGGOLD
grid.15447.33,Saint Petersburg State University,grid.15447.33,GRID
grid.1374.1,University of Turku,grid.1374.1,GRID
055c420b,University of Rijeka Faculty of Medicine,055c420b,sha256
grid.412210.4,Clinical Hospital Center Rijeka,grid.412210.4,GRID
grid.418068.3,Oswaldo Cruz Foundation,grid.418068.3,GRID
83058,Universidad de Las Palmas de Gran Canaria Facultad de Veterinaria,83058,RINGGOLD
82246,Universiteit Maastricht Faculty of Health Medicine and Life Sciences,82246,RINGGOLD
grid.426577.5,Maastro Clinic,grid.426577.5,GRID
grid.10760.30,DSM (Netherlands),grid.10760.30,GRID
10174,Koninklijke DSM NV,10174,RINGGOLD
361807,Stichting BioMedical Materials,361807,RINGGOLD
grid.31564.35,Karadeniz Technical University,grid.31564.35,GRID
grid.8302.9,Ege University,grid.8302.9,GRID
grid.412216.2,Recep Tayyip Erdogan University,grid.412216.2,GRID
6ea6bf07,Technical of Denmark,6ea6bf07,sha256
a8ad9500,Norwegian Institute for Water Research (NIVA),a8ad9500,sha256
26434d14,Risoe National Laboratory,26434d14,sha256
029aeb19,Forest and Landcape Resarch Institute,029aeb19,sha256
105596,Univerity of Oxford Nuffield Department of Medicine,105596,RINGGOLD
https://ror.org/03ygmq230,Trent University,https://ror.org/03ygmq230,ROR
https://ror.org/0207yh398,Shandong University,https://ror.org/0207yh398,ROR
15822b20,US Army Public Health Commend Europe,15822b20,sha256
229876,Christian Albrechts Universität zu Kiel Zoologisches Institut und Museum,229876,RINGGOLD
http://dx.doi.org/10.13039/501100007768,Max-Planck-Institut für Evolutionäre Anthropologie,http://dx.doi.org/10.13039/501100007768,FUNDREF
54662,International Centre for Insect Physiology and Ecology,54662,RINGGOLD
https://ror.org/037tm7f56,Courant Institute of Mathematical Sciences,https://ror.org/037tm7f56,ROR
2d92afce,University of Chicago,2d92afce,sha256
2629,University of South Carolina,2629,RINGGOLD
34975,Kumoh National Institute of Technology,34975,RINGGOLD
grid.10400.35,University of Rouen,grid.10400.35,GRID
https://ror.org/0042ytd14,Shizuoka Cancer Center,https://ror.org/0042ytd14,ROR
122872,D Young and Co,122872,RINGGOLD
aa477250,GE Aviation,aa477250,sha256
328672,QinetiQ Malvern,328672,RINGGOLD
50b9f25a,European College of Veterinary Surgeons,50b9f25a,sha256
84f694b3,University of Burgundy/Bristol University,84f694b3,sha256
2f0eb90f,University of Burgundy,2f0eb90f,sha256
2c85e851,INRAE Centre de Dijon,2c85e851,sha256
83148,Universidad de Granada Facultad de Odontología,83148,RINGGOLD
15584,University College London Eastman Dental Institute,15584,RINGGOLD
581438,Clinica Guerrero,581438,RINGGOLD
221908,Hospital Central de la Defensa Gómez Ulla,221908,RINGGOLD
https://ror.org/01qnqmc89,VIB-UGent Center for Plant Systems Biology,https://ror.org/01qnqmc89,ROR
3fbb9053,Rahko Ltd.,3fbb9053,sha256
641b4f0f,Visulytix Ltd.,641b4f0f,sha256
79cc395f,Visulytix Ltd,79cc395f,sha256
347ceeab,"GUMMA UNIV, SCH OF MED, MAEBASHI, JAPAN",347ceeab,sha256
442336,University of Leeds Leeds Social Science Institute,442336,RINGGOLD
191082,King Saud University College of Medicine,191082,RINGGOLD
159149,Istituto San Gallicano,159149,RINGGOLD
34912,National Cheng Kung University,34912,RINGGOLD
162370,Universidade Estadual Paulista Júlio de Mesquita Filho,162370,RINGGOLD
5eb85d20,Gesundheitszentrum Fricktal,5eb85d20,sha256
424430,Centralsjukhuset Kristianstad Anestesi,424430,RINGGOLD
f44a7a2f,Biostella srl,f44a7a2f,sha256
67922,Universidade Federal do Rio de Janeiro Museu Nacional,67922,RINGGOLD
8338bc83,Instituto Estadual do Ambiente,8338bc83,sha256
9c1c49cb,INIGEM-CONICET,9c1c49cb,sha256
c23f6b25,University of Darmstadt,c23f6b25,sha256
d120ced1,Max-Planck Institute for Biochemistry,d120ced1,sha256
ba3f26ef,University of Aachen,ba3f26ef,sha256
a4770d28,"Highschool, Graduation",a4770d28,sha256
60aa33d1,University of Santa Barbara,60aa33d1,sha256
164925,"CALTEC, Californian Institute of Technology",164925,RINGGOLD
2ffd4a7c, Max-Planck-Inst. for Biochemistry,2ffd4a7c,sha256
b2788f7c,Susumu Matsukuma,b2788f7c,sha256
52841,AgroParisTech École Nationale du Génie Rural des Eaux et des Forêts,52841,RINGGOLD
129992,Éco-anthropologie,129992,RINGGOLD
117512,Ecologie Systématique et Évolution,117512,RINGGOLD
84270,Biodiversité Gènes et Communautés,84270,RINGGOLD
4606,Utah State University,4606,RINGGOLD
dcb3f283,Townsville University Hospital,dcb3f283,sha256
164115,The University of Sydney - Camden Campus,164115,RINGGOLD
52784,Hochschule Bonn-Rhein-Sieg,52784,RINGGOLD
2080,La Trobe University,2080,RINGGOLD
https://ror.org/01vxfm326,Corvinus University of Budapest,https://ror.org/01vxfm326,ROR
3eceb10f,Middle East Technical University,3eceb10f,sha256
52947,Beykent Üniversitesi,52947,RINGGOLD
fa7c707d,Istituto Nazionale di Astrofisica,fa7c707d,sha256
http://dx.doi.org/10.13039/501100005184,Istituto Nazionale di Astrofisica,http://dx.doi.org/10.13039/501100005184,FUNDREF
53284,Istituto Nazionale di Astrofisica,53284,RINGGOLD
53283,Istituto nazionale di astrofisica,53283,RINGGOLD
http://dx.doi.org/10.13039/100007482,Arizona State University,http://dx.doi.org/10.13039/100007482,FUNDREF
https://ror.org/00ysfqy60,Oregon State University,https://ror.org/00ysfqy60,ROR
7871,Indiana State University,7871,RINGGOLD
24991bbc,Medical University of Vienna ,24991bbc,sha256
https://ror.org/03490as77,Universidade Federal do Rio de Janeiro,https://ror.org/03490as77,ROR
http://dx.doi.org/10.13039/501100003992,"Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo",http://dx.doi.org/10.13039/501100003992,FUNDREF
https://ror.org/030w99567,Financiadora de Estudos e Projetos,https://ror.org/030w99567,ROR
https://ror.org/051xsx468,Instituto de Biofísica Carlos Chagas Filho,https://ror.org/051xsx468,ROR
https://ror.org/04tavpn47,Second Military Medical University,https://ror.org/04tavpn47,ROR
grid.4818.5,Wageningen University & Research,grid.4818.5,GRID
grid.435742.3,Netherlands Food and Consumer Product Safety Authority,grid.435742.3,GRID
9178,Universität Kassel,9178,RINGGOLD
https://ror.org/01awgk221,Zurich University of Teacher Education,https://ror.org/01awgk221,ROR
87752,Pädagogische Hochschule Zürich,87752,RINGGOLD
22831afa,Institut National de Recherche pour l'Agriculture l'Alimentation et l'Environnement,22831afa,sha256
56586,Institut National de Recherche pour l’Agriculture l’Alimentation et l’Environnement Centre Val de Loire,56586,RINGGOLD
https://ror.org/03efmqc40,Arizona State University,https://ror.org/03efmqc40,ROR
193236,US Fish and Wildlife Service Pacific Southwest Region,193236,RINGGOLD
abef1cb3,Unversity of Denver,abef1cb3,sha256
https://ror.org/04q2w0g82,Glenville State College,https://ror.org/04q2w0g82,ROR
https://ror.org/01k6b9k02,Fuller Theological Seminary,https://ror.org/01k6b9k02,ROR
6468,Fuller Theological Seminary,6468,RINGGOLD
142841,Pennsylvania State University College of the Liberal Arts,142841,RINGGOLD
http://dx.doi.org/10.13039/100006418,Brown University,http://dx.doi.org/10.13039/100006418,FUNDREF
85131,Capgemini Engineering,85131,RINGGOLD
https://ror.org/052r2xn60,Johannes Kepler University of Linz,https://ror.org/052r2xn60,ROR
29011,The Maharaja Sayajirao University of Baroda,29011,RINGGOLD
06438d8d,Yamagata University School of Medicine,06438d8d,sha256
90abe997,肯塔基大学,90abe997,sha256
57d9b7f8,中国科学院高能物理研究所,57d9b7f8,sha256
296c53de,中国南京通信工程学院,296c53de,sha256
c86a93c5,南方科技大学,c86a93c5,sha256
126636,Hospital General de Niños Pedro de Elizalde,126636,RINGGOLD
84511fa5,Austrian Council for Research & Technology Development,84511fa5,sha256
d9a38902,University of Silesia in Katowice,d9a38902,sha256
63572,Université Libanaise,63572,RINGGOLD
89208,Laboratory of Cell Physiology INSERM U1003,89208,RINGGOLD
153988,Universidade de São Paulo Instituto de Química de São Carlos,153988,RINGGOLD
https://ror.org/04azbjd07,Centro Universitário de Sete Lagoas,https://ror.org/04azbjd07,ROR
https://ror.org/041akq887,Universidade Federal de Santa Catarina,https://ror.org/041akq887,ROR
8095,Sveriges lantbruksuniversitet,8095,RINGGOLD
ef996845,D. E. Shaw Research,ef996845,sha256
6420,Massey University,6420,RINGGOLD
69d9cffa,Turku University Hospital,69d9cffa,sha256
83137,Universidad Complutense de Madrid Facultad de Veterinaria,83137,RINGGOLD
28284,Max-Planck-Institut für experimentelle Medizin,28284,RINGGOLD
487981,University College Cork Business School,487981,RINGGOLD
246572,CNRS Délégation Ile-de-France Sud,246572,RINGGOLD
grid.449564.e,Nyenrode Business University,grid.449564.e,GRID
16749,Universidad de La Laguna,16749,RINGGOLD
24481,National Institutes of Health ,24481,RINGGOLD
4210,Region Värmland,4210,RINGGOLD
https://ror.org/00xkeyj56,University of Kent,https://ror.org/00xkeyj56,ROR
https://ror.org/05npt9421,Ancon (United Kingdom),https://ror.org/05npt9421,ROR
226844,İzmir Kâtip Çelebi Üniversitesi,226844,RINGGOLD
0c3b6454,Ranvier Research and Teaching Institute,0c3b6454,sha256
fec484db,Universidade Estadula Paulista Júlio de Mesquita Filho Câmpus de Araçatuba Faculdade de Medicina Veterinária ,fec484db,sha256
67785,Universidade Estadual Paulista Júlio de Mesquita Filho Câmpus de Botucatu Faculdade de Medicina,67785,RINGGOLD
8222b01c,Universiadade Estadual Paulista Júlio de Mesquita Filho Câmpus de Araçatuba Faculdade de Medicina Veterinária,8222b01c,sha256
199076,Universidade Metropolitana de Santos,199076,RINGGOLD
f607da74,Colégio Santo André,f607da74,sha256
d699e70d,Faculdade de Ciências Agrárias e Veterinárias - FCAV UNESP,d699e70d,sha256
https://ror.org/04yqw9c44,Universidade Federal de Juiz de Fora,https://ror.org/04yqw9c44,ROR
76914591,University Centre of Ourinhos - UNIFIO,76914591,sha256
dc1856e1,Qualittas College,dc1856e1,sha256
d25cd0a3,School of Veterinary Medicine of Araçatuba,d25cd0a3,sha256
0c27b318,University Centre of Adamantina - UNIFAI,0c27b318,sha256
grid.30420.35,Istituto Universitario Di Studi Superiori Di Pavia,grid.30420.35,GRID
grid.6363.0,Charité - University Medicine Berlin,grid.6363.0,GRID
472452,Geriatric Education & Research Institute,472452,RINGGOLD
4e0ec42e,Tsao Foundation,4e0ec42e,sha256
203377,National University Singapore Saw Swee Hock School of Public Health,203377,RINGGOLD
59053,National University Hospital,59053,RINGGOLD
95d3252a,PUCCAMP,95d3252a,sha256
