uid,orcid_id,name
0000-0002-5145-1341,0000-0002-5145-1341,Scott Isaksen
0000-0002-5145-5676,0000-0002-5145-5676,Angel Rodríguez
0000-0002-5145-5676,0000-0002-5145-5676,Angel Rodríguez
0000-0002-5147-8798,0000-0002-5147-8798,Mostafa Ismail
0000-0002-5150-5776,0000-0002-5150-5776,Sachin Ranade
0000-0002-5150-5776,0000-0002-5150-5776,Sachin Ranade
0000-0002-5151-5851,0000-0002-5151-5851,Antonius Timmers
0000-0002-5155-5917,0000-0002-5155-5917,Marta Vittani
0000-0002-5155-8544,0000-0002-5155-8544,Jianqiao Fang
0000-0002-5158-1058,0000-0002-5158-1058,Spencer Kellis
0000-0002-5158-9017,0000-0002-5158-9017,Jun Oh
0000-0002-5159-5919,0000-0002-5159-5919,Bogdan Draganski
0000-0002-5160-9815,0000-0002-5160-9815,Paweł Świt
0000-0002-5162-007X,0000-0002-5162-007X,Venu Pothula
0000-0002-5163-7656,0000-0002-5163-7656,Colin Campbell
0000-0002-5165-4448,0000-0002-5165-4448,Farhad Abdollahi
0000-0002-5166-4224,0000-0002-5166-4224,Piotr Franaszczuk
0000-0002-5166-4224,0000-0002-5166-4224,Piotr Franaszczuk
0000-0002-5166-4224,0000-0002-5166-4224,Piotr Franaszczuk
0000-0002-5166-4224,0000-0002-5166-4224,Piotr Franaszczuk
0000-0002-5166-6078,0000-0002-5166-6078,Shamil Khaziev
0000-0002-5167-0851,0000-0002-5167-0851,Renaud Jolivet
0000-0002-5167-0851,0000-0002-5167-0851,Renaud Jolivet
0000-0002-5167-0851,0000-0002-5167-0851,Renaud Jolivet
0000-0002-5167-0851,0000-0002-5167-0851,Renaud Jolivet
0000-0002-5167-0851,0000-0002-5167-0851,Renaud Jolivet
0000-0002-5167-0851,0000-0002-5167-0851,Renaud Jolivet
0000-0002-5167-393X,0000-0002-5167-393X,JIANN-JONG LIAU
0000-0002-5168-1454,0000-0002-5168-1454,Dian Jing
0000-0002-5170-1662,0000-0002-5170-1662,Chris Pugh
0000-0002-5172-5373,0000-0002-5172-5373,Itsaso Olasagasti
0000-0002-5174-7214,0000-0002-5174-7214,Jakob Voigts
0000-0002-5174-9295,0000-0002-5174-9295,Ishtiaque Syed
0000-0002-5176-3732,0000-0002-5176-3732,Lara Boyle
0000-0002-5178-7531,0000-0002-5178-7531,Mieko Morishima
0000-0002-5178-7531,0000-0002-5178-7531,Mieko Morishima
0000-0002-5178-7531,0000-0002-5178-7531,Mieko Morishima
0000-0002-5178-7531,0000-0002-5178-7531,Mieko Morishima
0000-0002-5178-7531,0000-0002-5178-7531,Mieko Morishima
0000-0002-5178-7531,0000-0002-5178-7531,Mieko Morishima
0000-0002-5178-7531,0000-0002-5178-7531,Mieko Morishima
0000-0002-5178-9561,0000-0002-5178-9561,Wanhua Shen
0000-0002-5178-9561,0000-0002-5178-9561,Wanhua Shen
0000-0002-5183-1555,0000-0002-5183-1555,Мария Питкевич
0000-0002-5195-1637,0000-0002-5195-1637,Dang Van Hieu
0000-0002-5196-5131,0000-0002-5196-5131,marijn martens
0000-0002-5198-3727,0000-0002-5198-3727,Adam Sutherland
0000-0002-5198-7314,0000-0002-5198-7314,François Vigneau
0000-0002-5201-7977,0000-0002-5201-7977,Graeme McLachlan Bragg
0000-0002-5202-1642,0000-0002-5202-1642,Lindsey Lisalda
0000-0002-5208-1848,0000-0002-5208-1848,Michihiko Usui
0000-0002-5208-7414,0000-0002-5208-7414,Hagen Krüger
0000-0002-5209-303X,0000-0002-5209-303X,Subramaniam Jayanthi
0000-0002-5209-5094,0000-0002-5209-5094,joel lachuer
0000-0002-5212-5353,0000-0002-5212-5353,Vladimir Botchkarev
0000-0002-5214-4909,0000-0002-5214-4909,Jose Antonio Del Rio
0000-0002-5217-3937,0000-0002-5217-3937,Anastasia Ignatova
0000-0002-5219-6127,0000-0002-5219-6127,Yanina Boyarintseva
0000-0002-5229-080X,0000-0002-5229-080X,Ellie A Bucher
0000-0002-5230-5549,0000-0002-5230-5549,Ville Kyrki
0000-0002-5236-2391,0000-0002-5236-2391,Guillermo Alexander
0000-0002-5237-0463,0000-0002-5237-0463,Ketty Peris
0000-0002-5237-8916,0000-0002-5237-8916,Chi Zhang
0000-0002-5247-2451,0000-0002-5247-2451,Sergii Tkachenko
0000-0002-5247-7471,0000-0002-5247-7471,Daniel Sanderson
0000-0002-5248-4524,0000-0002-5248-4524,Richard Taylor
0000-0002-5248-943X,0000-0002-5248-943X,Jeffrey Schall
0000-0002-5252-8398,0000-0002-5252-8398,Lukasz Krzych
0000-0002-5255-0472,0000-0002-5255-0472,Julia Dmitrieva
0000-0002-5256-8197,0000-0002-5256-8197,Raviraj  S
0000-0002-5258-2044,0000-0002-5258-2044,Giovanna LA FIANZA
0000-0002-5259-4897,0000-0002-5259-4897,Katherine Serrano
0000-0002-5261-6267,0000-0002-5261-6267,Marc Swidergall
0000-0002-5263-5070,0000-0002-5263-5070,Kenneth Jarrod Millman
0000-0002-5264-6730,0000-0002-5264-6730,Łukasz Zedler
0000-0002-5265-6656,0000-0002-5265-6656,Loet Coenen
0000-0002-5268-9239,0000-0002-5268-9239,JEN-CHUN HSIANG
0000-0002-5269-0010,0000-0002-5269-0010,Laurel Goodwin
0000-0002-5274-7494,0000-0002-5274-7494,Denise Higgins
0000-0002-5275-8118,0000-0002-5275-8118,Lars-Olof Hattenbach
0000-0002-5280-0742,0000-0002-5280-0742,Howard Lasker
0000-0002-5281-8969,0000-0002-5281-8969,Bryce Adrian Manifold
0000-0002-5286-7963,0000-0002-5286-7963,Blake McGee
0000-0002-5287-4848,0000-0002-5287-4848,Clément Lagisquet
0000-0002-5287-6886,0000-0002-5287-6886,Luca Masin
0000-0002-5288-0498,0000-0002-5288-0498,Andreas Jürgens
0000-0002-5291-3034,0000-0002-5291-3034,Stanley Solomon
0000-0002-5291-4184,0000-0002-5291-4184,J. Alexander Heimel
0000-0002-5292-426X,0000-0002-5292-426X,Luigi Donato
0000-0002-5292-8455,0000-0002-5292-8455,Mark William Lopes
0000-0002-5295-0169,0000-0002-5295-0169,Yuniesky Andrade-Talavera
0000-0002-5295-0169,0000-0002-5295-0169,Yuniesky Andrade-Talavera
0000-0002-5295-0169,0000-0002-5295-0169,Yuniesky Andrade-Talavera
0000-0002-5298-1950,0000-0002-5298-1950,Pooja Raval
0000-0002-5298-8941,0000-0002-5298-8941,Roman Mihaylovich Morozov
0000-0002-5300-0915,0000-0002-5300-0915,Sebastian Höpfl
0000-0002-5304-3608,0000-0002-5304-3608,Simona BALDASSARI
0000-0002-5307-2249,0000-0002-5307-2249,Manish Saggar
0000-0002-5307-2249,0000-0002-5307-2249,Manish Saggar
0000-0002-5307-4092,0000-0002-5307-4092,David Waisel
0000-0002-5308-5760,0000-0002-5308-5760,Joseph Kilgore
0000-0002-5308-5971,0000-0002-5308-5971,Alexander Groh
0000-0002-5309-2741,0000-0002-5309-2741,ِAbdelfattah A. El-Atik
0000-0002-5309-4034,0000-0002-5309-4034,Hasan Mohammad
0000-0002-5310-1716,0000-0002-5310-1716,Douglas Williamson
0000-0002-5312-6729,0000-0002-5312-6729,Satrajit Ghosh
0000-0002-5316-2682,0000-0002-5316-2682,Diego Gomez-Nicola
0000-0002-5317-0500,0000-0002-5317-0500,Makoto Taiji
0000-0002-5317-0818,0000-0002-5317-0818,Vasily Stolyarov
0000-0002-5318-7388,0000-0002-5318-7388,Alexandros Poulopoulos
0000-0002-5320-1274,0000-0002-5320-1274,Md. Safiullah Sarker
0000-0002-5322-3887,0000-0002-5322-3887,Kim Ravnskjaer
0000-0002-5322-7642,0000-0002-5322-7642,Kimihiro Sakagami
0000-0002-5324-0724,0000-0002-5324-0724,Miguel Ballicora
0000-0002-5327-1846,0000-0002-5327-1846,Avinash Kumar Singh
0000-0002-5327-2558,0000-0002-5327-2558,Daniel Fried
0000-0002-5331-0016,0000-0002-5331-0016,Taylor Berger
0000-0002-5333-4771,0000-0002-5333-4771,Vítor Tedim Cruz
0000-0002-5336-5412,0000-0002-5336-5412,Alberto Montalbano
0000-0002-5341-5416,0000-0002-5341-5416,Antonio Di Ieva
0000-0002-5341-8625,0000-0002-5341-8625,Ronald Clyman
0000-0002-5342-1330,0000-0002-5342-1330,Andrea Brovelli
0000-0002-5343-0595,0000-0002-5343-0595,K. Seeliger
0000-0002-5344-2983,0000-0002-5344-2983,Richard Kempter
0000-0002-5344-2983,0000-0002-5344-2983,Richard Kempter
0000-0002-5344-2983,0000-0002-5344-2983,Richard Kempter
0000-0002-5345-452X,0000-0002-5345-452X,Sabine Stöcker-Segre
0000-0002-5345-5100,0000-0002-5345-5100,Emily Lopez
0000-0002-5350-5112,0000-0002-5350-5112,Fábio Duarte
0000-0002-5350-5825,0000-0002-5350-5825,Keith Cheng
0000-0002-5355-0933,0000-0002-5355-0933,Darja Zavirsek
0000-0002-5361-8045,0000-0002-5361-8045,Thomas Giustino
0000-0002-5361-8045,0000-0002-5361-8045,Thomas Giustino
0000-0002-5362-8833,0000-0002-5362-8833,Jack Phillips
0000-0002-5365-2606,0000-0002-5365-2606,Fernando Messore
0000-0002-5365-3297,0000-0002-5365-3297,Fuyuki Karube
0000-0002-5365-3297,0000-0002-5365-3297,Fuyuki Karube
0000-0002-5365-3297,0000-0002-5365-3297,Fuyuki Karube
0000-0002-5378-3315,0000-0002-5378-3315,Logan Walker
0000-0002-5378-3315,0000-0002-5378-3315,Logan Walker
0000-0002-5378-6882,0000-0002-5378-6882,Ewa Malicka
0000-0002-5379-0080,0000-0002-5379-0080,Ricardo Mostany
0000-0002-5380-4980,0000-0002-5380-4980,Chun-Gang Duan
0000-0002-5381-0096,0000-0002-5381-0096,Alexandros Goulas
0000-0002-5381-0096,0000-0002-5381-0096,Alexandros Goulas
0000-0002-5381-3297,0000-0002-5381-3297,Andrey Schegolev
0000-0002-5384-0316,0000-0002-5384-0316,Leif Kristoffer Sandal
0000-0002-5384-6304,0000-0002-5384-6304,Yicheng Zhang
0000-0002-5384-6363,0000-0002-5384-6363,Mingming Zhang
0000-0002-5384-6363,0000-0002-5384-6363,Mingming Zhang
0000-0002-5387-0953,0000-0002-5387-0953,Michael Brecht
0000-0002-5387-0953,0000-0002-5387-0953,Michael Brecht
0000-0002-5387-0953,0000-0002-5387-0953,Michael Brecht
0000-0002-5387-0953,0000-0002-5387-0953,Michael Brecht
0000-0002-5387-0953,0000-0002-5387-0953,Michael Brecht
0000-0002-5387-0953,0000-0002-5387-0953,Michael Brecht
0000-0002-5387-0953,0000-0002-5387-0953,Michael Brecht
0000-0002-5387-0953,0000-0002-5387-0953,Michael Brecht
0000-0002-5387-0953,0000-0002-5387-0953,Michael Brecht
0000-0002-5387-0953,0000-0002-5387-0953,Michael Brecht
0000-0002-5387-0953,0000-0002-5387-0953,Michael Brecht
0000-0002-5388-8862,0000-0002-5388-8862,Ирина Тучкова
0000-0002-5388-9451,0000-0002-5388-9451,Peter Eckmann
0000-0002-5391-7213,0000-0002-5391-7213,Jian Liu
0000-0002-5393-2608,0000-0002-5393-2608,Kaitlyn Dorst
0000-0002-5393-7521,0000-0002-5393-7521,Nevena Divac
0000-0002-5394-5249,0000-0002-5394-5249,Jérémie Cabessa
0000-0002-5396-9005,0000-0002-5396-9005,Marek Ladislav
0000-0002-5397-3864,0000-0002-5397-3864,Douglas Armstrong
0000-0002-5397-5763,0000-0002-5397-5763,Abdulelah Mobaraki
0000-0002-5398-0183,0000-0002-5398-0183,Gbadebo Collins Adeyanju
0000-0002-5398-3093,0000-0002-5398-3093,Sonam Akther
0000-0002-5401-8391,0000-0002-5401-8391,MARIA ANTONIETTA NETTIS
0000-0002-5408-7047,0000-0002-5408-7047,
0000-0002-5412-3140,0000-0002-5412-3140,ZUXIN CHEN
0000-0002-5412-7977,0000-0002-5412-7977,Meng Shi
0000-0002-5414-1576,0000-0002-5414-1576,Mary Burleson
0000-0002-5414-7070,0000-0002-5414-7070,Oscar Bautista
0000-0002-5415-1424,0000-0002-5415-1424,pierre-michel bernier
0000-0002-5421-7139,0000-0002-5421-7139,Christian Ebner
0000-0002-5422-3723,0000-0002-5422-3723,Tilo Schwalger
0000-0002-5424-7784,0000-0002-5424-7784,Hugh Rudnick
0000-0002-5425-2903,0000-0002-5425-2903,Subhadra Mokashe
0000-0002-5425-3340,0000-0002-5425-3340,Jonathan Newman
0000-0002-5425-5012,0000-0002-5425-5012,Gaute Tomas Einevoll
0000-0002-5425-5012,0000-0002-5425-5012,Gaute Tomas Einevoll
0000-0002-5425-5012,0000-0002-5425-5012,Gaute Tomas Einevoll
0000-0002-5425-5012,0000-0002-5425-5012,Gaute Tomas Einevoll
0000-0002-5425-5012,0000-0002-5425-5012,Gaute Tomas Einevoll
0000-0002-5425-5012,0000-0002-5425-5012,Gaute Tomas Einevoll
0000-0002-5425-5012,0000-0002-5425-5012,Gaute Tomas Einevoll
0000-0002-5425-5012,0000-0002-5425-5012,Gaute Tomas Einevoll
0000-0002-5425-5012,0000-0002-5425-5012,Gaute Tomas Einevoll
0000-0002-5425-5012,0000-0002-5425-5012,Gaute Tomas Einevoll
0000-0002-5425-5012,0000-0002-5425-5012,Gaute Tomas Einevoll
0000-0002-5432-9317,0000-0002-5432-9317,Yasuji Oura
0000-0002-5433-6349,0000-0002-5433-6349,Yuval Nir
0000-0002-5435-1127,0000-0002-5435-1127,Bing Ren
0000-0002-5435-4889,0000-0002-5435-4889,IOANNIS TSOLAKIS
0000-0002-5436-4745,0000-0002-5436-4745,Carlo Miniussi
0000-0002-5436-7305,0000-0002-5436-7305,Eric Garr
0000-0002-5442-1981,0000-0002-5442-1981,Johan Rönnby
0000-0002-5442-6686,0000-0002-5442-6686,Damon Berridge
0000-0002-5445-3430,0000-0002-5445-3430,Fernando GRASSO
0000-0002-5446-2759,0000-0002-5446-2759,Pedro Barquinha
0000-0002-5448-1917,0000-0002-5448-1917,Shaun Gregory
0000-0002-5449-6318,0000-0002-5449-6318,Keit Men Wong
0000-0002-5451-0984,0000-0002-5451-0984,SCOTT PHILLIPS
0000-0002-5451-116X,0000-0002-5451-116X,Miko Kirschbaum
0000-0002-5451-8388,0000-0002-5451-8388,Carlo Baldassi
0000-0002-5452-5000,0000-0002-5452-5000,Hanna Lammertse
0000-0002-5454-8026,0000-0002-5454-8026,Katherine Baker
0000-0002-5454-8026,0000-0002-5454-8026,Katherine Baker
0000-0002-5454-8026,0000-0002-5454-8026,Katherine Baker
0000-0002-5459-5113,0000-0002-5459-5113,Dr. AMIT KUMAR
0000-0002-5460-9191,0000-0002-5460-9191,Alexander Fingelkurts
0000-0002-5460-9191,0000-0002-5460-9191,Alexander Fingelkurts
0000-0002-5460-9191,0000-0002-5460-9191,Alexander Fingelkurts
0000-0002-5464-2573,0000-0002-5464-2573,Takuhei Shoji
0000-0002-5470-6565,0000-0002-5470-6565,Massihullah Hamidi
0000-0002-5471-9147,0000-0002-5471-9147,Ramón Hypolito Lima
0000-0002-5473-120X,0000-0002-5473-120X,Brian Reich
0000-0002-5477-0874,0000-0002-5477-0874,Leonard Robert SMITH
0000-0002-5479-2184,0000-0002-5479-2184,Gilles Lefebvre
0000-0002-5480-6638,0000-0002-5480-6638,Robin Silver
0000-0002-5480-6638,0000-0002-5480-6638,Robin Silver
0000-0002-5480-6638,0000-0002-5480-6638,Robin Silver
0000-0002-5480-6638,0000-0002-5480-6638,Robin Silver
0000-0002-5480-6638,0000-0002-5480-6638,Robin Silver
0000-0002-5480-6638,0000-0002-5480-6638,Robin Silver
0000-0002-5480-6638,0000-0002-5480-6638,Robin Silver
0000-0002-5481-7142,0000-0002-5481-7142,Alain Frantz
0000-0002-5483-7119,0000-0002-5483-7119,Evripides Kyriakides
0000-0002-5485-7144,0000-0002-5485-7144,K. Ryan Wessells
0000-0002-5486-0773,0000-0002-5486-0773,Heidi Y. Matos-Galicia
0000-0002-5488-1312,0000-0002-5488-1312,Konstantin Offer
0000-0002-5488-1777,0000-0002-5488-1777,BIN XU
0000-0002-5490-2910,0000-0002-5490-2910,Malcolm Bennett
0000-0002-5491-9413,0000-0002-5491-9413,Bernadine Idowu
0000-0002-5492-8360,0000-0002-5492-8360,Denis BERNARD
0000-0002-5492-9216,0000-0002-5492-9216,Joyonna Gamble-George
0000-0002-5494-0044,0000-0002-5494-0044,Dr. Atul Daiwile
0000-0002-5494-5902,0000-0002-5494-5902,Jun Igarashi
0000-0002-5494-5902,0000-0002-5494-5902,Jun Igarashi
0000-0002-5494-5902,0000-0002-5494-5902,Jun Igarashi
0000-0002-5494-5902,0000-0002-5494-5902,Jun Igarashi
0000-0002-5494-5902,0000-0002-5494-5902,Jun Igarashi
0000-0002-5494-5902,0000-0002-5494-5902,Jun Igarashi
0000-0002-5494-5902,0000-0002-5494-5902,Jun Igarashi
0000-0002-5497-0243,0000-0002-5497-0243,Anita Bandrowski
0000-0002-5497-0243,0000-0002-5497-0243,Anita Bandrowski
0000-0002-5497-0243,0000-0002-5497-0243,Anita Bandrowski
0000-0002-5497-5669,0000-0002-5497-5669,Joana Esteves de Lima
0000-0002-5497-7234,0000-0002-5497-7234,David Grayden
0000-0002-5497-7234,0000-0002-5497-7234,David Grayden
0000-0002-5501-5408,0000-0002-5501-5408,Svetlana Sorokina
0000-0002-5501-9249,0000-0002-5501-9249,Foivos Markopoulos
0000-0002-5503-8327,0000-0002-5503-8327,Robert Walker
0000-0002-5504-6482,0000-0002-5504-6482,Jerry Blomberg
0000-0002-5507-9145,0000-0002-5507-9145,Daniel Levenstein
0000-0002-5509-4732,0000-0002-5509-4732,
0000-0002-5512-8525,0000-0002-5512-8525,Glenn Terje Lines
0000-0002-5512-8525,0000-0002-5512-8525,Glenn Terje Lines
0000-0002-5513-8061,0000-0002-5513-8061,Zuner Bortolotto
0000-0002-5513-8061,0000-0002-5513-8061,Zuner Bortolotto
0000-0002-5516-6177,0000-0002-5516-6177,Jacob Hecksher-Sørensen
0000-0002-5517-3019,0000-0002-5517-3019,Glen Solomon
0000-0002-5518-8990,0000-0002-5518-8990,Elisabetta Chicca
0000-0002-5518-8990,0000-0002-5518-8990,Elisabetta Chicca
0000-0002-5520-1649,0000-0002-5520-1649,Kenneth Stone
0000-0002-5520-5025,0000-0002-5520-5025,Katherine Charlotte Wood
0000-0002-5520-5025,0000-0002-5520-5025,Katherine Charlotte Wood
0000-0002-5521-0254,0000-0002-5521-0254,Karoly Mirnics
0000-0002-5521-0254,0000-0002-5521-0254,Karoly Mirnics
0000-0002-5521-0254,0000-0002-5521-0254,Karoly Mirnics
0000-0002-5521-0254,0000-0002-5521-0254,Karoly Mirnics
0000-0002-5521-0254,0000-0002-5521-0254,Karoly Mirnics
0000-0002-5521-0254,0000-0002-5521-0254,Karoly Mirnics
0000-0002-5521-1337,0000-0002-5521-1337,Yishai Ofran
0000-0002-5529-8620,0000-0002-5529-8620,Joaquin Tomas Valderrama Valenzuela
0000-0002-5530-0807,0000-0002-5530-0807,Suzanne Witt
0000-0002-5531-3771,0000-0002-5531-3771,Tania Vitalis
0000-0002-5531-3771,0000-0002-5531-3771,Tania Vitalis
0000-0002-5531-3771,0000-0002-5531-3771,Tania Vitalis
0000-0002-5531-3771,0000-0002-5531-3771,Tania Vitalis
0000-0002-5531-3771,0000-0002-5531-3771,Tania Vitalis
0000-0002-5531-3771,0000-0002-5531-3771,Tania Vitalis
0000-0002-5531-3771,0000-0002-5531-3771,Tania Vitalis
0000-0002-5531-3771,0000-0002-5531-3771,Tania Vitalis
0000-0002-5531-3771,0000-0002-5531-3771,Tania Vitalis
0000-0002-5531-3771,0000-0002-5531-3771,Tania Vitalis
0000-0002-5532-0031,0000-0002-5532-0031,Trevor Stone
0000-0002-5534-5415,0000-0002-5534-5415,YUAN ZHANG
0000-0002-5534-8720,0000-0002-5534-8720,collins odhiambo
0000-0002-5538-0472,0000-0002-5538-0472,Adam Drosik
0000-0002-5538-0624,0000-0002-5538-0624,Anna Galakhova
0000-0002-5538-0624,0000-0002-5538-0624,Anna Galakhova
0000-0002-5538-0624,0000-0002-5538-0624,Anna Galakhova
0000-0002-5538-0624,0000-0002-5538-0624,Anna Galakhova
0000-0002-5540-6046,0000-0002-5540-6046,Stephen Rainey
0000-0002-5540-6302,0000-0002-5540-6302,Pramod Chakravarthy Podila
0000-0002-5542-0956,0000-0002-5542-0956,Kevin Stieger
0000-0002-5542-0956,0000-0002-5542-0956,Kevin Stieger
0000-0002-5542-0956,0000-0002-5542-0956,Kevin Stieger
0000-0002-5543-8902,0000-0002-5543-8902,Reinoud Maex
0000-0002-5545-1322,0000-0002-5545-1322,Claudia Yamila Yaryura
0000-0002-5548-209X,0000-0002-5548-209X,Fabrice Ango
0000-0002-5549-404X,0000-0002-5549-404X,Marina Raie
0000-0002-5549-4883,0000-0002-5549-4883,Mariaelvy Bianchini
0000-0002-5554-983X,0000-0002-5554-983X,Hey-Kyoung Lee
0000-0002-5555-1390,0000-0002-5555-1390,David Paquette
0000-0002-5555-3206,0000-0002-5555-3206,Paulina Anna Dąbrowska
0000-0002-5555-3206,0000-0002-5555-3206,Paulina Anna Dąbrowska
0000-0002-5555-3273,0000-0002-5555-3273,Jeremy Duncan
0000-0002-5556-1759,0000-0002-5556-1759,Laura Anton-Sanchez
0000-0002-5556-1759,0000-0002-5556-1759,Laura Anton-Sanchez
0000-0002-5556-1759,0000-0002-5556-1759,Laura Anton-Sanchez
0000-0002-5557-738X,0000-0002-5557-738X,Stefania  MITOLA
0000-0002-5558-6278,0000-0002-5558-6278,Im Joo Rhyu
0000-0002-5561-4785,0000-0002-5561-4785,Kent Thornburg
0000-0002-5562-6495,0000-0002-5562-6495,Kauê Costa
0000-0002-5563-0080,0000-0002-5563-0080,Akira MURAKAMI
0000-0002-5563-257X,0000-0002-5563-257X,Jeeva Susan Abraham
0000-0002-5564-2655,0000-0002-5564-2655,Chummy Sikasunge
0000-0002-5565-9406,0000-0002-5565-9406,Konstantina-Roxani Chatzipanagiotou
0000-0002-5566-3106,0000-0002-5566-3106,Bethan Evans
0000-0002-5569-4885,0000-0002-5569-4885,Andrew Harrison
0000-0002-5572-196X,0000-0002-5572-196X,ERCAN ARCA
0000-0002-5572-196X,0000-0002-5572-196X,ERCAN ARCA
0000-0002-5573-4170,0000-0002-5573-4170,Megan Kirchgessner
0000-0002-5574-7385,0000-0002-5574-7385,Grgeory Basura
0000-0002-5574-888X,0000-0002-5574-888X,NATHALIE ROUACH
0000-0002-5580-6947,0000-0002-5580-6947,João Couto
0000-0002-5580-6947,0000-0002-5580-6947,João Couto
0000-0002-5583-9677,0000-0002-5583-9677,Binnur Tüzün
0000-0002-5584-5268,0000-0002-5584-5268,Andrew Kania
0000-0002-5585-1166,0000-0002-5585-1166,Guilherme Testa-Silva
0000-0002-5585-1166,0000-0002-5585-1166,Guilherme Testa-Silva
0000-0002-5585-1166,0000-0002-5585-1166,Guilherme Testa-Silva
0000-0002-5585-1166,0000-0002-5585-1166,Guilherme Testa-Silva
0000-0002-5585-1166,0000-0002-5585-1166,Guilherme Testa-Silva
0000-0002-5585-1166,0000-0002-5585-1166,Guilherme Testa-Silva
0000-0002-5591-5633,0000-0002-5591-5633,Ciara Keogh
0000-0002-5593-1211,0000-0002-5593-1211,John  Wainaina
0000-0002-5598-5391,0000-0002-5598-5391,Elizabeth Treasure
0000-0002-5598-6167,0000-0002-5598-6167,Mario Senden
0000-0002-5599-7480,0000-0002-5599-7480,Amy Jennison
0000-0002-5599-8205,0000-0002-5599-8205,Martin Wienisch
0000-0002-5601-9646,0000-0002-5601-9646,Jennifer Treweek
0000-0002-5601-9646,0000-0002-5601-9646,Jennifer Treweek
0000-0002-5602-5149,0000-0002-5602-5149,Natalya Bondar
0000-0002-5603-8433,0000-0002-5603-8433,Zhi Han
0000-0002-5605-5735,0000-0002-5605-5735,Şerafettin Çelik
0000-0002-5606-3153,0000-0002-5606-3153,Domenico Pimpinella
0000-0002-5606-5079,0000-0002-5606-5079,Gabriel Miller
0000-0002-5607-977X,0000-0002-5607-977X,Rasmus Petersen
0000-0002-5608-929X,0000-0002-5608-929X,Marco de Curtis
0000-0002-5611-909X,0000-0002-5611-909X,Jonas Stapmanns
0000-0002-5614-4957,0000-0002-5614-4957,Helen Nelson
0000-0002-5615-416X,0000-0002-5615-416X,Aleksandra Różycka
0000-0002-5619-5527,0000-0002-5619-5527,Garrett Wood
0000-0002-5620-5430,0000-0002-5620-5430,Uree Chon
0000-0002-5621-8100,0000-0002-5621-8100,Alois Schlögl
0000-0002-5622-4631,0000-0002-5622-4631,Ivânia Alves
0000-0002-5622-9547,0000-0002-5622-9547,Nandita Vijayakumar
0000-0002-5631-0652,0000-0002-5631-0652,Xiaoyang Fang
0000-0002-5631-8267,0000-0002-5631-8267,Wataru Ito
0000-0002-5632-0084,0000-0002-5632-0084,Adam Williamson
0000-0002-5635-169X,0000-0002-5635-169X,Kei Igarashi
0000-0002-5636-4095,0000-0002-5636-4095,Samuel M Chekabab
0000-0002-5639-7209,0000-0002-5639-7209,Dmitry Kobak
0000-0002-5639-7209,0000-0002-5639-7209,Dmitry Kobak
0000-0002-5639-7209,0000-0002-5639-7209,Dmitry Kobak
0000-0002-5639-7663,0000-0002-5639-7663,Kazuto Sugai
0000-0002-5640-0578,0000-0002-5640-0578,Jamil Afzal
0000-0002-5640-6128,0000-0002-5640-6128,Shuhei Yoshida
0000-0002-5646-0300,0000-0002-5646-0300,Michael Tubergen
0000-0002-5647-6134,0000-0002-5647-6134,Erika Abraham
0000-0002-5648-0125,0000-0002-5648-0125,Katharina Spraul
0000-0002-5653-1818,0000-0002-5653-1818,Jackie Cliff
0000-0002-5657-8835,0000-0002-5657-8835,Lori Keating
0000-0002-5658-5613,0000-0002-5658-5613,Paula Cifuentes-Férez
0000-0002-5659-662X,0000-0002-5659-662X,Giuseppe Lanza
0000-0002-5661-4349,0000-0002-5661-4349,Misha Tsodyks
0000-0002-5661-4349,0000-0002-5661-4349,Misha Tsodyks
0000-0002-5661-4349,0000-0002-5661-4349,Misha Tsodyks
0000-0002-5661-4349,0000-0002-5661-4349,Misha Tsodyks
0000-0002-5661-4349,0000-0002-5661-4349,Misha Tsodyks
0000-0002-5661-4349,0000-0002-5661-4349,Misha Tsodyks
0000-0002-5661-4349,0000-0002-5661-4349,Misha Tsodyks
0000-0002-5665-8157,0000-0002-5665-8157,Sonal Shree
0000-0002-5666-2973,0000-0002-5666-2973,Kimberly Ritola
0000-0002-5667-750X,0000-0002-5667-750X,James Mathew
0000-0002-5672-2147,0000-0002-5672-2147,Michael Rosenbaum
0000-0002-5676-9279,0000-0002-5676-9279,Luisa de Vivo
0000-0002-5676-9279,0000-0002-5676-9279,Luisa de Vivo
0000-0002-5678-8226,0000-0002-5678-8226,Marcus Boehme
0000-0002-5680-3895,0000-0002-5680-3895,Pavel Švehla
0000-0002-5680-6340,0000-0002-5680-6340,"Ana Ayerdi Izquierdo, Ph.D"
0000-0002-5685-3403,0000-0002-5685-3403,Maria Novella ROMANELLI
0000-0002-5685-5409,0000-0002-5685-5409,Ralf Toenjes
0000-0002-5686-0611,0000-0002-5686-0611,Jakob van den Eijnden
0000-0002-5687-6998,0000-0002-5687-6998,Jaerock Kwon
0000-0002-5688-4170,0000-0002-5688-4170,Sanjeev Khanna
0000-0002-5692-2384,0000-0002-5692-2384,Jessica Vitale
0000-0002-5693-107X,0000-0002-5693-107X,ADRIANA GONZALEZ-VILLALVA
0000-0002-5693-7703,0000-0002-5693-7703,Liam Browne
0000-0002-5693-8570,0000-0002-5693-8570,Steven Goossens
0000-0002-5697-378X,0000-0002-5697-378X,Vilma Lampinen
0000-0002-5697-4272,0000-0002-5697-4272,Dimitrios Stathis
0000-0002-5699-4222,0000-0002-5699-4222,Fernando Barrios
